File,Field Type,Level,Field,Format,Length,Short,Descriptor,Comments,Values
RETAIL-AR-CONTROL-TBL,,2,RST-NEXT-STMT-DUE-DATE,N,8.0,AX,,The next statement due date for the retail. This will be the cutoff date the retail uses to charge interest on overdue member accounts in the next statement period. In most cases this date is the same as the next statement date but some retails will use an alternate date to charge interest.,
RETAIL-AR-CONTROL-TBL,,2,RST-RTL-INT-CD,A,1.0,AY,,The retail interest code. Valid values: Y - yes               N - no Some retails charge interest on a date prior to their statement date. For those retails  the interest charges must be created before their statement runs. Set to Y after interest run. Set to N after statement run.,
RETAIL-AR-CONTROL-TBL,MU,2,RST-PREV-STMT-DATE,N,8.0,AZ,,The previous statement dates for the retail. This is to keep track of the retails previous statement dates  since many of them do not coincide with the last day of the month.,
RETAIL-AR-CONTROL-TBL,MU,2,RST-PREV-STMT-DUE-DATE,N,8.0,BA,,The previous statement due dates for the retail. This is to keep track of the retails previous statement due dates  since many of them do not coincide with the last day of the month.,
RETAIL-AR-CONTROL-TBL,,2,RST-FIRST-STMT-DATE,N,8.0,DA,,The first statement date the retail came on to the new a/r system and ran their statements.,
RETAIL-AR-CONTROL-TBL,,2,RST-LAST-FILE-NO,N,7.0,BF,,LAST FILE NO PROCESSED,
RETAIL-AR-CONTROL-TBL,,2,RST-STMT-DUP-CD,A,1.0,BJ,,This code is used by the retail a/r system to tell us that the retail has submitted their statement run. It will then be used to stop a retail from duplicating their statement run submission Set to 'Y' when run is submitted  and back to 'N' after run finishes.,
RETAIL-AR-CONTROL-TBL,,2,RST-ALT-DEST-ID,A,8.0,BW,,An alternate destination id for printing Dunning letters.,
RETAIL-AR-CONTROL-TBL,SP,1,RST-CD-ID-SEQ-INFO,A,28.0,S1,D,superdescriptor made up of fst-rec-cd  fst-rec-id  fst-se q-info,
FCL-RETAIL-DISTRIBUTION,,1,FCM-NO,N,6.0,AA,,The account number of a customer with FCL. * Please note this number does not include the retail check digit.,
FCL-RETAIL-DISTRIBUTION,,1,FCM-LOC-NO,N,3.0,AB,,Customer location identifies each facility associated with the FCL customer number. Assigned by FCL. 00 - Identifies constant      (Parent or Accounting)      information. 01 THRU 999 -      identifies each of      the customers physical      (Ship to) locations.,
FCL-RETAIL-DISTRIBUTION,,1,FFRD-NEW-ITEM-DATE,N,8.0,AD,,The date the item was sent in an upload file to the retail. Date values: 99999999 - The retail received   the 'N' for this item when   the item was created (Retail   was not set up to receive   'N' based on ordering) 88888888 - Means the item has   been created on the   distribution file because it   had a duplicate UPC.,
FCL-RETAIL-DISTRIBUTION,,1,FFRD-NEW-ITEM-CD,A,1.0,AE,D,Determines if the item is a new item that needs to be sent to the retail in an upload file. Valid values:   Y - new item for retail   blank - item has previously       been sent to the retail,
FCL-RETAIL-DISTRIBUTION,GR,1,FFRD-PRC-GRP,,0.0,AF,,Contains information about the price of the item when an invoice was shipped.,
FCL-RETAIL-DISTRIBUTION,,2,FOH-PRGRS-DATE,N,8.0,AG,,The date on which the progress code of an order was last changed.,
FCL-RETAIL-DISTRIBUTION,,2,FOL-PRC,PS,7.02,AH,,The price at which an item was sold by FCL on an order line.,
FCL-RETAIL-DISTRIBUTION,,2,FFRD-LIC-PRC,PS,7.02,AI,,The laid in cost of the item being shipped to the retail.,
FCL-RETAIL-DISTRIBUTION,,2,FFRD-AVG-UNIT-PRC,PS,7.02,AJ,,The average unit cost for the item on the invoice.,
FCL-RETAIL-DISTRIBUTION,,2,FIM-SRP-PRC,A,7.0,AK,,The suggested retail selling price.,
FCL-RETAIL-DISTRIBUTION,,1,SYSF-UNIQUE-CREATE-DATE-TIME,N,20.0,Z1,D,Unique date time that record was created in file  format: Z'YYYYMMDDHHIISSXXXXXX' with microsecond precision,
FCL-RETAIL-DISTRIBUTION,SP,1,FFRD-CUST-LOC-ITEM,B,16.0,S1,D,Superdescriptor consisting of: FCM-NO FCM-LOC-NO FIM-NO,
FCL-RETAIL-DISTRIBUTION,SP,1,FFRD-CUST-LOC-NEW-ITEM-CD,A,10.0,S2,D,super consisting of FCM-NO FCM-LOC-NO FFRD-NEW-ITEM-CD,
CCRL-PO-ITEM,GR,1,GEN-LAST-UPDT-GRP,,0.0,AX,,Group containing last user update information.,
CCRL-PO-ITEM,,2,GEN-LAST-UPDT-DATE-TIME,T,0.0,AY,,This field is used to hold DATE & TIME for record contention processing.,
CCRL-PO-ITEM,,2,GEN-LAST-UPDT-USER-ID,A,8.0,AZ,,User id that created or last modified the record.,
CCRL-PO-ITEM,GR,1,CPO-GRP,,0.0,AA,,Group field for po item info.,
CCRL-PO-ITEM,,2,CPO-NO,N,7.0,AB,,Unique number identifying each purchase order.,
CCRL-PO-ITEM,,2,CSI-ITEM-NO,N,6.0,AC,D,The merchandising item number assigned to each item stocked It consists of 6 digits  with the last digit a check digit.,
CCRL-PO-ITEM,,2,CPO-RECV-NO,N,3.0,AD,,The receiving slip number,
CCRL-PO-ITEM,,2,CPO-ORDD-QTY,PS,5.0,AE,,The quantity of an item ordered on a purchase order.,
CCRL-PO-ITEM,,2,CPO-WORK-ORDR-CD,A,1.0,AF,,A code which describes a certain class of work order. A - Asset  E - Expense  P - Payroll  S - Standing.,
CCRL-PO-ITEM,,2,CPO-WORK-ORDR-NO,N,6.0,AG,,Number identifying a work order within one of the valid work order types.,
CCRL-PO-ITEM,,2,CRQ-NO,N,5.0,AH,,A number which uniquely identifies a user requisition.,
CCRL-PO-ITEM,,2,CRQ-RQST-ID,A,5.0,AI,D,The number which identifies the person to request an item on a requisition or purchase order (the employee number).,
CCRL-PO-ITEM,,2,CPO-ITEM-STAT,A,1.0,AJ,,The status of an item on a purchase order. ' ' - Fully Received  A  - Adjusted  B  - Back Ordered  C  - Outstanding  D  - Deleted  N  - New  P  - Partially Received  R  - New P.O.  T  - Temporary,
CCRL-PO-ITEM,,2,CSI-SUPP-PRC,PS,7.02,AV,,The suppliers list price to CCRL on an item.,
CCRL-PO-ITEM,,2,CSI-SUPP-CURNCY-CD,A,1.0,AP,,The currency in effect for an item's supplier C = Canadian Dollar U = U.S. Dollar E = Euro,
CCRL-PO-ITEM,,2,CPO-GL-NO,N,13.0,AM,D,General ledger code that indicates the account to charge for the receipt of manual purchase order items.,
CCRL-PO-ITEM,,2,CPO-VER-NO,N,2.0,AN,,The version number of the purchase order item (to allow for purchase order supplements to the original purchase order item).,
CCRL-PO-ITEM,MU,2,CPO-ITEM-DESC,A,60.0,AO,,User keyed item description for items ordered on manual purchase orders.,
CCRL-PO-ITEM,,2,CPO-REPAIR-ITEM-NO,N,6.0,AQ,D,Stores inventory item number for repair,
CCRL-PO-ITEM,GR,1,CPO-ITEM-RECV-GRP,,0.0,BA,,PO ITEM RECEIVING GRP,
CCRL-PO-ITEM,,2,CPO-RECV-QTY,PS,5.0,BB,,The quantity received for a single receiving on a purchase order.,
CCRL-PO-ITEM,,2,CPO-BO-QTY,P,5.0,BC,,The quantity of an item that is backordered on a purchase order.,
CCRL-PO-ITEM,,2,CPO-SHRT-QTY,P,5.0,BD,,The quantity that was short shipped on a single receiving for a purchase order.,
CCRL-PO-ITEM,,2,CPO-DAMG-QTY,P,5.0,BE,,The quantity that was damaged on a single receiving for a purchase order.,
CCRL-PO-ITEM,,2,CPO-RTRN-QTY,P,5.0,BF,,The quantity that was returned for a single receiving on a purchase order.,
CCRL-PO-ITEM,,2,CPO-OVRG-QTY,P,5.0,BG,,The quantity that was shipped over and above that on order on a single receiving for a purchase order.,
CCRL-PO-ITEM,GR,1,CPO-ITEM-QTY-GRP,,0.0,CA,,Item quantity group.,
CCRL-PO-ITEM,,2,CPO-TTL-RECV-QTY,PS,5.0,CB,,The total quantity of an item that was received for all receivings for a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-BO-QTY,P,5.0,CC,,The total quantity that was backordered for all receivings for an item on a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-SHRT-QTY,P,5.0,CD,,The total quantity that was short shipped for all recvings for an item on a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-DAMG-QTY,P,5.0,CE,,The total quantity that was damaged for all receivings for an item on a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-RTRN-QTY,P,5.0,CF,,The total quantity that was returned for all receivings for an item on a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-OVRG-QTY,P,5.0,CG,,The total quantity that was overshipped for all receivings for an item on a purchase order.,
CCRL-PO-ITEM,,2,CPO-TTL-ISSUE-QTY,P,5.0,CH,,Total quantity (of the total received quantity) of a manual purchase order item issued to the requestor.,
CCRL-PO-ITEM,,2,CPO-TTL-TRNSF-QTY,P,5.0,CI,,Number of units received that have been transferred to a CCRL-STORES-ITEM from a manual PO item.,
CCRL-PO-ITEM,GR,1,CPO-ITEM-GRP,,0.0,DA,,Item group field.,
CCRL-PO-ITEM,,2,CWL-PART-LOC-NO,N,8.0,DF,,The location of the part in the warehouse that its located ie - the number will indicate which aisle  shelf  drawer the part is located in. AAA-RR-BBB where: AAA - aisle RR - rack BBB - bin,
CCRL-PO-ITEM,,2,CPO-EXP-ARRV-DATE,N,8.0,DC,,The date when the merchandise ordered is expected to arrive at the warehouse.,
CCRL-PO-ITEM,,2,CPO-RECV-CTR,PS,3.0,DD,,A counter used to keep track of the number of receivings against the po.,
CCRL-PO-ITEM,,2,CPO-ISSUE-EMPL-ID,A,5.0,DE,,Indicates the employee that was issued manual purchase order items.,
CCRL-PO-ITEM,SP,1,CPO-ITEM-RECV-SP,B,16.0,S1,D,Superdescriptor consisting of the purchase order number  the item number and the receiving number.,
CCRL-PO-ITEM,SP,1,CPO-WO-TYPE-NO-SP,A,7.0,S2,D,WORK ORDER TYPE AND NUMBER,
CCRL-PO-ITEM,SP,1,CPO-RECV-SP,B,10.0,S3,D,A superdescriptor consisting of the purchase order number and the receiving number.,
CCRL-PO-ITEM,SP,1,CPO-WO-ITEM-SP,A,13.0,S4,D,A superdescriptor consisting of work order and item number.,
CCRL-PO-ITEM,SB,1,CRQ-RQST-ID-SB,A,4.0,S5,D,This subdescriptor contains the last 4 digits of the CRQ-RQST-ID. Ie  the check digit of the employee number is not included.,
DOF-ITEM,GR,1,FDI-GRP,,0.0,AA,,Direct order group information,
DOF-ITEM,,2,FDO-NO,N,7.0,AB,,The direct order number assigned to a retails order placed with FCL for product shipped direct from supplier.,
DOF-ITEM,,2,FDI-SEQ-NO,PS,3.0,AE,,The sequence of the item on a particular direct order.,
DOF-ITEM,,2,FDS-SECT-NO,N,2.0,AF,,A number assigned to identify the merchandising section.,
DOF-ITEM,,2,FDS-GRP-NO,N,3.0,AG,,A number assigned to identify the merchandising group number within a section.,
DOF-ITEM,,2,FIM-SEQ-NO,N,4.0,AH,,The sequence number assigned to an item.,
DOF-ITEM,MU,2,FDST-INVC-CHRG-TYP-ID,A,10.0,AP,,Identifies an additional charge that will be applied to the item at invoicing time. The invc-chrg-typ-id is used to look up the amt or percent to be applied to the item from a table of rules. Please note  it is possible to identify the item and have a zero rate.  This process is us ed for item reporting.,
DOF-ITEM,GR,2,FDI-PK-GRP,,0.0,AI,,Group containing item pack information.,
DOF-ITEM,,3,FIM-FCL-PK-QTY,P,5.0,AK,,The FCL selling unit contains the number of items  as described by the item measure  within one shipping unit.,
DOF-ITEM,,2,FIM-DESC,A,35.0,AL,,The description of the merchandising item.,
DOF-ITEM,,2,FIM-STK-NO,A,18.0,AM,,The number assigned to an item by a vendor for identification purposes.,
DOF-ITEM,,2,FDI-PO-ORDD-QTY,PS,5.0,AN,,The quantity that is on order from a supplier for an item on a direct order.,
DOF-ITEM,,2,FDI-ORDD-QTY,P,5.0,AO,,The quantity that the retail ordered on the direct order.,
DOF-ITEM,,2,FDI-BKD-CD,A,1.0,AQ,,A code to indicate if this item was pre-booked by the retail.  It is booked in the MEAT  DELI  BAKE or MILK system. Valid Values: 'Y' - Pre-booked by the retail ' ' - Not pre-booked,
DOF-ITEM,PE,1,FDI-RECV-TBL,,0.0,BA,,Table of receiving info,
DOF-ITEM,,2,FDI-RECD-QTY,P,5.0,BC,,The quantity that was received on a direct order receiving.,
DOF-ITEM,,2,FDI-RECV-PRC-DATE,N,8.0,BF,,The date used to select the price from the item file for pricing the receiving for matching purposes.,
DOF-ITEM,,2,FDI-RECV-PRC-CD,A,1.0,BG,,A code identifying the price type used to price out athe receiving on a direct order.,
DOF-ITEM,,2,FDI-RECV-MKT-PRC,P,7.02,BH,,The market cost used to price out a direct order receiving.,
DOF-ITEM,,2,FDI-RECV-RCC-PRC,P,7.02,BI,,The retail RCC used to price out a direct order receiving,
DOF-ITEM,,2,FDI-RECV-DIR-DISC-AMT,P,7.02,BJ,,The amount of the receiving direct discount.,
DOF-ITEM,,2,FDI-RECV-DISC1-AMT,P,7.02,BK,,The amount of the special vendor discount for a direct item received by a retail.,
DOF-ITEM,,2,FDI-RECV-DISC2-AMT,P,7.02,BL,,The amount of the special vendor discount for a direct item received by a retail.,
DOF-ITEM,,2,FDI-RECV-DISC3-AMT,P,7.02,BM,,The amount of the special vendor discount for a direct item received by a retail.,
DOF-ITEM,,2,FDI-RECV-DISC4-AMT,P,7.02,BN,,The amount of the special vendor discount for a direct item received by a retail.,
DOF-ITEM,,2,FDI-RECV-DISC5-AMT,P,7.02,BO,,The amount of the special vendor discount for a direct item received by a retail.,
DOF-ITEM,,2,FDI-RECV-RCC-AMT,P,7.02,BP,,The retail direct RCC price for a receiving.,
DOF-ITEM,,2,FDI-RTL-CARRYOVER-AMT,P,7.02,BQ,,The amount of the retail carryover charge.,
DOF-ITEM,,2,FDI-RECV-PK-RTL-PRC,P,7.02,BR,,The pack retail value for a particular direct order receiving.,
DOF-ITEM,,2,FDI-RECV-SRP-PRC,A,7.0,BS,,The suggested retail price for an item receiving on a direct order.,
DOF-ITEM,,1,SYSF-UNIQUE-CREATE-DATE-TIME,N,20.0,Z1,D,Unique date time that record was created in file  format: Z'YYYYMMDDHHIISSXXXXXX' with microsecond precision,
DOF-ITEM,SP,1,FDI-ORDER-SEQ,B,9.0,S2,D,Superdescriptor consisting of: FDO-NO FDI-SEQ-NO,
DOF-ITEM,SP,1,FDI-ORDR-FIM-NO,B,14.0,S3,D,THIS SUPER WILL REPLACE FDI-ORDER-NO.,
DOF-ITEM,SP,1,FDI-ITEM-ORDR-NO,B,14.0,S4,D,This Superdescriptor includes: fim-no fdo-no,
CCRL-LAB-TESTS,,1,CLT-TEST-ID,A,8.0,AA,D,The name of a lab test.,
CCRL-LAB-TESTS,,1,CLT-MEAS-CD,A,10.0,AB,,A code identifying the unit measure the test results are expressed in.,
CCRL-LAB-TESTS,,1,CLT-TEST-DESC,A,24.0,AC,,Either a description of a test to be performed on a sample  or  if the test id starts with CMT  a comment about the sample or test procedures and results.,
PET-SALES-SUMMARY,,1,FPSS-REC-TYP-CD,A,2.0,AA,,This code indictates the level of information contained on the sales summary record that is currently being looked at. Valid values are: 'CI' - Contract Item Sales 'CC' - Credit Card Prov Item 'DI' - Direct Refn Item Sales 'KI' - Kardlock Item Sales 'LI' - Location Item Sales 'RI' - Retail Item Sales 'ST' - Summary Total Sales,
PET-SALES-SUMMARY,,1,FCM-NO,N,6.0,AB,,The account number of a customer with FCL.,
PET-SALES-SUMMARY,,1,FPCM-LOC-NO,N,3.0,AC,,The petroleum customer location where product is delivered or where the customer picks up the product.,
PET-SALES-SUMMARY,,1,FPPM-NO,N,7.0,AE,,The FCL Petroleum product item number.,
PET-SALES-SUMMARY,,1,FPST-SALES-RGN-ID,A,1.0,AH,,This is the petroleum sales regions as designated by FCL's Petroleum Department. Valid Regions are:    C - Calgary    E - Edmonton    H - Home Office    R - Regina    S - Saskatoon    T - TGP    W - Winnipeg    0-9 - Commercial Regions NOTE: These regions may not physically describe the same location as the region field on the CMF.,
PET-SALES-SUMMARY,,1,FPSS-CURR-YR-BUDG-QTY,PS,11.0,AQ,,THIS WILL CONTAIN THE CURRENT FISCAL YEAR'S BUDGET AMOUNT BY CUST/LOC/ITEM.,
PET-SALES-SUMMARY,,1,FPSS-PREV-YR-BUDG-QTY,PS,11.0,AR,,THIS WILL CONTAIN THE PREVIOUS FISCAL YEARS BUDGET INFO BY CUST/LOC/ITEM.,
PET-SALES-SUMMARY,,1,FPSS-STAT-DATE,N,8.0,AS,,THIS IS THE DATE THAT THE RECORD WAS FIRST SET UP ON THE SALES SUMMARY FILE.,
PET-SALES-SUMMARY,PE,1,FPSS-SLS-TBL,,0.0,BA,,Table that contains sales FOR UP TO TWO YEARS FOR THE PRODUCT FOR THE CUSTOMER.,
PET-SALES-SUMMARY,,2,FPSS-PRD-NO,N,6.0,BC,,The period that the product was sold in. The format is CCYYMM.,
PET-SALES-SUMMARY,,2,FPSS-SLS-QTY,PS,11.0,BD,,THE QUANTITY THAT WAS SOLD IN THE PERIOD.,
PET-SALES-SUMMARY,,2,FPSS-MRC-DISC-QTY,PS,11.0,BE,,The quantity sold (litres) to the customer at less than maximim retail cost.,
PET-SALES-SUMMARY,,2,FPSS-MRC-DISC-AMT,PS,11.02,BF,,The amount of discount given to the customer that was less than maximum retail cost.,
PET-SALES-SUMMARY,,2,FPSS-KRD-QTY,PS,11.0,BG,,The nuber of litres sold or credited to the customer location through cardlock.,
PET-SALES-SUMMARY,,2,FPSS-KRD-COMMIS-AMT,PS,11.02,AT,,This field will contain the kardlock commission.,
PET-SALES-SUMMARY,,2,FPSS-SYSW-QTY,PS,11.0,BH,,The number of litres.,
PET-SALES-SUMMARY,,2,FPSS-RECV-QTY,PS,11.0,BI,,The total number of litres received by the location from FCL.,
PET-SALES-SUMMARY,,2,FPSS-BUDG-QTY,PS,11.0,AP,,THIS IS THE BUDGET NUMBER FOR THE ITEM FOR THE APPROPRIATE PERIOD.,
PET-SALES-SUMMARY,,1,FPCO-PROD-FROM-FCM-NO,N,6.0,AJ,,The number of the customer that is delivering the the petroleum product.,
PET-SALES-SUMMARY,,1,FPCO-PROD-FROM-LOC-NO,N,3.0,AK,,The customer location that product is delivered from.,
PET-SALES-SUMMARY,,1,FPCO-FCL-CONTRACT-NO,N,6.0,AL,,The FCL assigned contract number. Consists of the 4 digit year that the contract was entered and 2 digits to distinguish contracts in the same year.,
PET-SALES-SUMMARY,PE,1,FPSS-CONTRACT-TBL,,0.0,CA,,,
PET-SALES-SUMMARY,,2,FPSS-CONTRACT-DELV-ALLOW-AMT,PS,11.02,CB,,The contract delivery allowance.,
PET-SALES-SUMMARY,,2,FPSS-CONTRACT-DELV-ALLOW-QTY,PS,11.0,CC,,The number of litres claimed by the retail for fuel delivered under fcl contracts.,
PET-SALES-SUMMARY,,2,FPSS-TEMPO-DELV-REBATE-AMT,PS,11.02,CD,,The rebate given to the suppling retail when delivering to a tempo.,
PET-SALES-SUMMARY,,2,FPSS-TEMPO-DELV-REBATE-QTY,PS,11.0,CE,,The number of litres delivered to the tempos from the retail.,
PET-SALES-SUMMARY,,2,FPSS-CONTRACT-DELV-QTY,PS,11.0,CF,,The number of litres delivered to the retail location using the contract system.,
PET-SALES-SUMMARY,,2,FPSS-CONTRACT-RECV-QTY,PS,11.0,CG,,The number of litres recieved by the retail through contract transfers.,
PET-SALES-SUMMARY,PE,1,FPSS-CC-GRP,,0.0,DA,,,
PET-SALES-SUMMARY,,2,FPSS-CC-QTY,PS,11.0,DB,,The litres sold by the retail to FCL credit card customers.,
PET-SALES-SUMMARY,,2,FPSS-CC-DISC-AMT,PS,11.02,DC,,The amount of discount given to the credit card customer  plus service fees charge to the suppling retail location.,
PET-SALES-SUMMARY,,2,FPSS-CC-SERV-FEE-AMT,PS,11.02,DD,,The service fee charged to the retail for credit card transactions.,
PET-SALES-SUMMARY,,2,FPSS-CC-AMT,PS,11.02,AU,,This field contains the cc trx amount.,
PET-SALES-SUMMARY,,1,FPRF-NO,N,3.0,AM,,Identifies a specific refinery or source of supply.,
PET-SALES-SUMMARY,,1,FPPF-NO,N,5.0,AN,,The number used by the petroleum department to indicate what promotion number the product was sold within.,
PET-SALES-SUMMARY,,1,FPSS-USER-ID,A,8.0,AO,,This is the id of the user who wishes to summarize records. A summary record will be created containing this value which will later be used to display detailed information.,
PET-SALES-SUMMARY,SP,1,FPSS-PROM-CUST-FPPM-NO,A,23.0,S1,D,FPSS-REC-TYP-CD FPPF-NO FCM-NO FPCM-LOC-NO FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-CUST-FPPM-NO,A,18.0,S2,D,FPSS-REC-TYP-CD FCM-NO FPCM-LOC-NO FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-FPPM-NO-CUST,A,18.0,S3,D,FPSS-REC-TYP-CD FPPM-NO FCM-NO FPCM-LOC-NO,
PET-SALES-SUMMARY,SP,1,FPSS-PROM-FPPM-NO,A,14.0,S4,D,Superdescriptor consisting of: FPSS-REC-TYP-CD (A2) FPPF-NO (N5) FPPM-NO (N7),
PET-SALES-SUMMARY,SP,1,FPSS-REC-USER,A,10.0,S5,D,FPSS-REC-TYP-CD FPSS-USER-ID,
PET-SALES-SUMMARY,SP,1,FPSS-REC-TERR-NO,A,22.0,S6,D,FPSS-REC-TYP-CD FCM-COMMIS-TERR-NO FCM-NO FPCM-LOC-NO FPPM-PROD-CD FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-CUST-CONTRACT-RTL,A,33.0,S7,D,FPSS-REC-TYP-CD FCM-NO FPCM-LOC-NO FPCO-FCL-CONTRACT-NO FPCO-PROD-FROM-FCM-NO FPCO-PROD-FROM-LOC-NO FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-CUST-FPRF-NO,A,21.0,S8,D,FPSS-REC-TYP-CD FCM-NO FPCM-LOC-NO FPrF-NO FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-CUST-PROD,A,19.0,S9,D,FPSS-REC-TYP-CD FCM-NO FPCM-LOC-NO FPPM-PROD-CD FPPM-NO,
PET-SALES-SUMMARY,SP,1,FPSS-CUST-PROV-NO,A,20.0,SA,D,FPSS-REC-TYP-CD FCM-NO FPCM-LOC-NO FPCM-GAS-TAX-PROV-ID FPPM-NO,
PET-CUSTOMER-PRICE,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,AC,,This field is used to hold DATE & TIME for record contention processing.,
PET-CUSTOMER-PRICE,,1,FPPM-NO,N,7.0,AA,D,The FCL Petroleum product item number.,
PET-CUSTOMER-PRICE,GR,1,FPCP-PROD-TO-GRP,,0.0,BA,,THE GROUP TO IDENTIFY WHO IS DELIVERING THE PRODUCT.,
PET-CUSTOMER-PRICE,,2,FCM-NO,N,6.0,BB,,The account number of a customer with FCL. * Please note this number does not include the retail check digit.,
PET-CUSTOMER-PRICE,,2,FPCM-LOC-NO,N,3.0,BC,,The FCL petroleum customer location where product is delivered or where the customer picks up the product.,
PET-CUSTOMER-PRICE,,1,FPRF-NO,N,3.0,AB,,Identifies a specific refinery or source of supply.,
PET-CUSTOMER-PRICE,,1,FPCP-OVRD-PRC,PS,6.05,AL,,The Override Price is the value the Price Co-ordinator wishes to change the Street Price to  overriding the value sent in via TELXON,
PET-CUSTOMER-PRICE,,1,FPCP-RECV-STREET-DATE,N,8.0,AG,,The Date that the Received Street Price was sent from the retail.,
PET-CUSTOMER-PRICE,,1,FPCP-RECV-STREET-PRC,PS,1.03,AH,,This price may be the active street price. * This is the most recent street price received from the retail (via POS transmission) that is held here until verified or overridden by the FCL suggested selling price.,
PET-CUSTOMER-PRICE,,1,FPCP-RECV-STREET-ORIG-CD,A,1.0,AD,,The communication used to transmit the street price from the retail to FCL. Valid values are: M - Moneris (B of M Turbo Box) P - PRISM T - TELXON,
PET-CUSTOMER-PRICE,,1,FPCM-PRC-ZONE-CD,A,3.0,AK,,The customer's Price Zone code used as a means of grouping stations together so that blocks of customers will have similar pricing. Region reps update pricing in PETS by using Option 25.,
PET-CUSTOMER-PRICE,MU,1,FPCP-COMMENT-INFO,A,60.0,AF,,This is the FPCP Comment Info field.,
PET-CUSTOMER-PRICE,PE,1,FPCP-COMMIS-TBL,,0.0,FA,,IDENTIFIES COMMISSIONS PAID TO RETAILS.,
PET-CUSTOMER-PRICE,,2,FPCP-COMMIS-RATE,PS,2.05,FB,,Commission paid to retails for allowing FCL customers to withdraw product from their cardlock.,
PET-CUSTOMER-PRICE,,2,FPCP-COMMIS-DATE,N,8.0,FC,,The date of which the corresponding commission rate comes into effect.,
PET-CUSTOMER-PRICE,PE,1,FPCP-UPCHRG-TBL,,0.0,GA,,IDENTIFIES CHARGE TO CUST THAT PICKS UP PRODUCT AT OUR SITE.,
PET-CUSTOMER-PRICE,,2,FPCP-PROD-UPCHRG-RATE,PS,2.05,GB,,A rate charged to our customers for the purchase of product at an FCL cardlock or Corporate Bulk Plant.,
PET-CUSTOMER-PRICE,,2,FPCP-PROD-UPCHRG-DATE,N,8.0,GC,,The effective date of a corresponding FPCP-PROD-UPCHRG-RATE.,
PET-CUSTOMER-PRICE,,1,FPCP-PRC-ADD-CD,A,1.0,AE,D,This code will be used to determine if a new cust/loc/ item price has been set up for the first time.  When a value is set in this field  a nightly batch job will set up appropriate Sales Summary Recs and then set it to a blank. Valid Values are: 'B'- Both Contract and General      pricing set up 'C'- Contract pricing set up 'G'- General pricing set up ' '- No new pricing; ignore,
PET-CUSTOMER-PRICE,,1,FPCP-BRIC-DYE-CD,A,1.0,AN,,A code to indicate if dye injection is used Values are: Y - The retail uses a dye     injector to create this     product.  This will run     through the weekly auto     claims run R - The retail uses a dye     injector to create this     product.  This is a     reporting only retail no     autoclaims are run N  Blank - The retail does not     use a dye injector on this     product.,
PET-CUSTOMER-PRICE,PE,1,FPCP-COMMERC-ADJ-TBL,,0.0,TA,,This table it used to control the Rack Adjustment Rates,
PET-CUSTOMER-PRICE,,2,FPCP-COMMERC-DELV-CD,A,1.0,AQ,,This field indicates the type of delivery to which the pricing adjustment applies. Values are: C (Contract)             D (Direct)             K (Cardlock),
PET-CUSTOMER-PRICE,,2,FPCP-COMMERC-ADJ-RATE,PS,2.05,AP,,The Commercial Rack Adjustment Rate applied to the MRC during Daily Commercial Price Updates.,
PET-CUSTOMER-PRICE,,2,FPCP-COMMERC-ADJ-DATE,N,8.0,AO,,The effective date of the corresponding Commercial Rack Adjustment Rate.,
PET-CUSTOMER-PRICE,PE,1,FPCP-HIST-BRIC-DYE-TBL,,0.0,TB,,BRIC DYE INJ HIST TBL,
PET-CUSTOMER-PRICE,,2,FPCP-HIST-BRIC-DYE-USER-ID,A,7.0,AR,,FCL DYE INJ CODE UPDATE DATE,
PET-CUSTOMER-PRICE,,2,FPCP-HIST-BRIC-DYE-DATE,N,8.0,AS,,FCL DYE INJ CODE UPDATE DATE,
PET-CUSTOMER-PRICE,,2,FPCP-HIST-BRIC-DYE-TIME,N,8.0,AT,,FCL BRIC DYE CODE UPDATE TIME,
PET-CUSTOMER-PRICE,,2,FPCP-HIST-BRIC-DYE-CD,A,1.0,AU,,FCL BRIC DYE CODE HISTORY,
PET-CUSTOMER-PRICE,SP,1,FPCP-TO-CUST-LOC-PROD,B,16.0,S1,D,SUPER DESCRIPTOR USING: FCM-NO FPCM-LOC-NO FPPM-NO,
PET-CUSTOMER-PRICE,SP,1,FPCP-CUST-LOC-CATEG-CD,A,10.0,S3,D,cust loc categ super,
PET-CUSTOMER-PRICE,SP,1,FPCP-ZONE-PROD-CUSTLOC-DATE,A,27.0,S4,D,Super to find Telxon prices.,
PET-CUSTOMER-PRICE,SP,1,FPCP-CUST-PROD,B,13.0,S5,D,A superdescriptor to read the file by retail and product number.,
MATCHING-STAT1,GR,1,FMS-PO-GRP,,0.0,AA,,Matching statistics info,
MATCHING-STAT1,,2,FMS-REC-CD,A,1.0,BA,,The type of matching stats record.,
